city,lat,lng,country,population
Dublin,53.35,-6.2603,Ireland,1263219
Kazan,55.7964,49.1089,Russia,1259173
Dayan,26.8552,100.2259,China,1253878
Shaoyang,32.912,119.8526,China,1253548
Balıkesir,39.6333,27.8833,Turkey,1250610
Comayagüela,14.098,-87.21,Honduras,1250000
Laiwu,36.1833,117.6667,China,1248636
Sharjah,25.3575,55.3908,United Arab Emirates,1247749
Jingling,30.664,113.167,China,1247400
Kalyān,19.2502,73.1602,India,1246381
Nizhniy Novgorod,56.3269,44.0075,Russia,1244254
Yongcheng,33.9299,116.45,China,1240382
Sumedang,-6.84,107.9208,Indonesia,1240000
Cần Thơ,10.0333,105.7833,Vietnam,1237300
Brussels,50.8467,4.3525,Belgium,1235192
Suwon,37.2667,127.0167,"Korea, South",1234300
Yiwu,29.3069,120.0753,China,1234015
Beidao,34.602,105.918,China,1225000
Vasai-Virar,19.3607,72.7956,India,1221233
Xiangshui,26.5964,104.8314,China,1221000
Dadukou,26.5824,101.7184,China,1214121
Campinas,-22.9058,-47.0608,Brazil,1213792
Lingcheng,22.7,110.35,China,1211637
Shuangyashan,46.6762,131.1416,China,1208803
Mombasa,-4.05,39.6667,Kenya,1208333
Najafgarh,28.6092,76.9798,India,1203180
Xinyu,27.8186,114.9167,China,1202499
Qom,34.64,50.8764,Iran,1201158
Hargeysa,9.5631,44.0675,Somalia,1200000
Baidoa,3.1167,43.65,Somalia,1200000
Zhangye,38.9248,100.4499,China,1199515
Vārānasi,25.3189,83.0128,India,1198491
Hiroshima,34.3914,132.4519,Japan,1198021
Chiang Mai,18.7953,98.9986,Thailand,1198000
Belgrade,44.82,20.46,Serbia,1197714
Maiduguri,11.8333,13.15,Nigeria,1197497
Chelyabinsk,55.1547,61.3758,Russia,1196680
Batam Centre,1.13,104.0531,Indonesia,1196396
Rongcheng,26.218,104.103,China,1189813
Mbandaka,0.0478,18.2558,Congo (Kinshasa),1187837
Doha,25.2867,51.5333,Qatar,1186023
Ahvāz,31.3047,48.6783,Iran,1184788
Shymkent,42.3167,69.5958,Kazakhstan,1184113
Tripoli,32.8872,13.1914,Libya,1183000
Srīnagar,34.09,74.79,India,1180570
Nashville,36.1715,-86.7842,United States,1177657
Liaoyuan,42.888,125.1447,China,1176239
Aurangābād,19.88,75.32,India,1175116
Cilacap,-7.7167,109.017,Indonesia,1174964
Salt Lake City,40.7776,-111.9311,United States,1173879
Omsk,54.9833,73.3667,Russia,1172070
Pikine,14.75,-17.4,Senegal,1170791
Samara,53.2028,50.1408,Russia,1169719
Guankou,28.1637,113.6433,China,1168056
Bandar Lampung,-5.45,105.2667,Indonesia,1166761
Raleigh,35.8324,-78.6429,United States,1163152
Lianyuan,27.692,111.664,China,1162928
Rongcheng,29.8402,112.9048,China,1162770
Dhanbād,23.7998,86.4305,India,1162472
Nay Pyi Taw,19.7475,96.115,Burma,1160242
Aba,5.1167,7.3667,Nigeria,1160000
Kaiyuan,36.0193,113.86,China,1160000
Zhuji,29.7167,120.2333,China,1157938
Yingtan,28.2721,117.0395,China,1154223
Edmonton,53.5344,-113.4903,Canada,1151635
Leiyang,26.4223,112.8598,China,1151554
Ulsan,35.55,129.3167,"Korea, South",1150116
Yichun,47.728,128.841,China,1148126
Benin City,6.3333,5.6222,Nigeria,1147188
Bujumbura,-3.3833,29.3667,Burundi,1143202
Guyuan,36.01,106.257,China,1142142
Xiantao,30.328,113.443,China,1140100
Rostov,47.2225,39.71,Russia,1137704
Maputo,-25.9667,32.5833,Mozambique,1133200
Bukavu,-2.5,28.8667,Congo (Kinshasa),1133000
Amritsar,31.64,74.86,India,1132383
Shagamu,6.8333,3.65,Nigeria,1132270
Yingchuan,34.1511,113.4733,China,1131896
Alīgarh,27.88,78.08,India,1131160
Santo Domingo,18.4667,-69.95,Dominican Republic,1128678
Bogor,-6.5966,106.7972,Indonesia,1127408
Bishkek,42.8747,74.6122,Kyrgyzstan,1120827
Tbilisi,41.7225,44.7925,Georgia,1118035
Guwāhāti,26.1722,91.7458,India,1116267
Ufa,54.7261,55.9475,Russia,1115560
Fès,34.0433,-5.0033,Morocco,1112072
Mwanza,-2.5167,32.9,Tanzania,1104521
Biên Hòa,10.95,106.8167,Vietnam,1104000
Mexicali,32.6633,-115.4678,Mexico,1102342
Sevilla,37.39,-5.99,Spain,1100000
Ikare,7.5167,5.75,Nigeria,1099931
Dongtai,32.795,120.519,China,1098100
Dingzhou,38.516,114.99,China,1095986
Xibeijie,39.7334,98.4943,China,1095947
Tamale,9.4075,-0.8533,Ghana,1095808
Yuyao,30.05,121.15,China,1095000
Hanchuan,30.652,113.8274,China,1092700
Gongzhuling,43.5053,124.8224,China,1092692
N’Djamena,12.11,15.05,Chad,1092066
Ubungo,-6.7889,39.2056,Tanzania,1086912
Cologne,50.9364,6.9528,Germany,1084831
Krasnoyarsk,56.0089,92.8719,Russia,1083865
Zhufeng,36,119.4167,China,1081960
Ezhou,30.3914,114.8949,China,1079353
Astana,51.1472,71.4222,Kazakhstan,1078362
Nezahualcóyotl,19.4081,-99.0186,Mexico,1077208
Nouakchott,18.0858,-15.9785,Mauritania,1077169
Hāora,22.58,88.3294,India,1077075
Tongjin,37.2333,127.2,"Korea, South",1076369
Xiashi,30.5333,120.6833,China,1076199
Yerevan,40.1814,44.5144,Armenia,1075800
Rānchi,23.36,85.33,India,1073440
Richmond,37.5295,-77.4756,United States,1073223
Ciudad Nezahualcóyotl,19.4006,-99.0148,Mexico,1072676
Gwalior,26.2124,78.1772,India,1069276
Ottawa,45.4247,-75.695,Canada,1068821
Zhongwei,37.5002,105.1968,China,1067336
Oslo,59.9133,10.7389,Norway,1064235
Goyang,37.65,126.8,"Korea, South",1061929
Sendai,38.2682,140.8694,Japan,1061177
Mizhou,35.99,119.3801,China,1060000
Xishan,27.6461,113.497,China,1060000
Barquisimeto,10.0636,-69.3347,Venezuela,1059092
Hegang,47.3501,130.298,China,1058665
Chandīgarh,30.75,76.78,India,1055450
Voronezh,51.6717,39.2106,Russia,1051995
Managua,12.1364,-86.2514,Nicaragua,1051236
Haldwāni,29.22,79.52,India,1050000
Vijayavāda,16.5193,80.6305,India,1048240
Perm,58,56.3167,Russia,1048005
Fangchenggang,21.6867,108.3547,China,1046068
Jiancheng,30.3931,104.5465,China,1045900
Cazenga,-8.8214,13.2911,Angola,1045722
Kisangani,0.5167,25.2,Congo (Kinshasa),1040000
Shouguang,36.857,118.791,China,1039205
Memphis,35.1087,-89.9663,United States,1037998
São Luís,-2.5283,-44.3044,Brazil,1037775
Jodhpur,26.28,73.02,India,1033918
Matola,-25.9667,32.4667,Mozambique,1032197
Ogbomoso,8.1333,4.25,Nigeria,1032000
Sanya,18.2533,109.5036,China,1031396
Rangapukur,25.56,89.25,Bangladesh,1031388
Ashgabat,37.9375,58.38,Turkmenistan,1030063
Wutong,30.6333,120.5333,China,1029754
Linhai,28.85,121.1167,China,1028813
Denizli,37.7833,29.0964,Turkey,1027782
Niamey,13.515,2.1175,Niger,1026848
Shubrā al Khaymah,30.1286,31.2422,Egypt,1025569
Wafangdian,39.6271,121.9796,China,1024876
Zhongxiang,31.169,112.5853,China,1022514
Monrovia,6.3133,-10.8014,Liberia,1021762
San Cristóbal,7.7667,-72.2333,Venezuela,1015623
Islamabad,33.6931,73.0639,Pakistan,1014825
Xinyi,22.3549,110.9468,China,1013900
Thủ Đức,10.8266,106.7609,Vietnam,1013795
Morelia,19.7683,-101.1894,Mexico,1011704
Odesa,46.4775,30.7326,Ukraine,1010537
Raipur,21.2444,81.6306,India,1010087
Changwon,35.2708,128.6631,"Korea, South",1009998
Arequipa,-16.4,-71.5333,Peru,1008290
Volgograd,48.7086,44.5147,Russia,1004763
Zaoyang,32.129,112.772,China,1004741
Xingyi,25.092,104.8955,China,1004132
Shuizhai,33.4433,114.8994,China,1003698
Kota,25.18,75.83,India,1001694
Quetta,30.1833,67,Pakistan,1001205
Quảng Hà,15.9333,108.2667,Vietnam,1000000
Domaa-Ahenkro,7.2833,-2.8833,Ghana,1000000
Bareilly,28.364,79.415,India,1000000
Oklahoma City,35.4676,-97.5136,United States,998806
Bordeaux,44.84,-0.58,France,994920
Xingcheng,24.1347,115.73,China,993000
Taixing,32.159,120.029,China,990200
Xinhualu,34.3964,113.7402,China,989900
Lilongwe,-13.9833,33.7833,Malawi,989318
Port-au-Prince,18.5333,-72.3333,Haiti,987310
Yingcheng,24.21,113.401,China,986400
Al Mijlad,11.0339,27.74,Sudan,985000
Luocheng,22.7689,111.5697,China,984100
Pekanbaru,0.5092,101.4453,Indonesia,983356
Natal,-6.9838,-60.2699,Brazil,980588
Chiba,35.6073,140.1064,Japan,975014
Kirkuk,35.4667,44.3167,Iraq,975000
Hartford,41.7661,-72.6834,United States,974684
Huilong,31.87,121.703,China,972525
Wuchuan,21.441,110.779,China,972400
Dnipro,48.4675,35.04,Ukraine,968502
Nārāyanganj,23.62,90.5,Bangladesh,967951
Gqeberha,-33.9581,25.6,South Africa,967677
Málaga,36.7194,-4.42,Spain,967250
Marrakech,31.63,-8.0089,Morocco,966987
Cebu City,10.32,123.75,Philippines,964169
Louisville,38.1663,-85.6485,United States,963812
Asmara,15.3228,38.925,Eritrea,963000
Coimbatore,11.0167,76.9556,India,959823
Maceió,-9.6658,-35.735,Brazil,957916
Nada,19.5209,109.5808,China,954259
Taishan,22.2486,112.785,China,953900
Teresina,-5.0949,-42.8042,Brazil,953172
Solāpur,17.68,75.92,India,951558
Freetown,8.4844,-13.2344,Sierra Leone,951000
Santo Domingo Este,18.4855,-69.8734,Dominican Republic,948855
Krasnodar,45.0333,38.9667,Russia,948827
Vientiane,17.98,102.63,Laos,948487
Tangier,35.7767,-5.8039,Morocco,947952
Anqiu,36.478,119.219,China,947723
Kermānshāh,34.3325,47.0933,Iran,946651
Feicheng,36.1861,116.7719,China,946627
Kibanseke Première,-4.4419,15.395,Congo (Kinshasa),946372
Seberang Jaya,5.4083,100.3695,Malaysia,946092
Buffalo,42.9018,-78.8487,United States,944589
Hubli,15.3502,75.1376,India,943788
El Alto,-16.5047,-68.1633,Bolivia,943000
Çankaya,39.9244,32.8856,Turkey,942553
Hwasu-dong,37.1997,126.8314,"Korea, South",941489
Setagaya,35.6466,139.6532,Japan,940071
Keçiören,40,32.8667,Turkey,939279
Jerusalem,31.7789,35.2256,Israel,936425
Khartoum North,15.6333,32.6333,Sudan,936349
Meishan,34.1736,112.839,China,936000
Mushin,6.5333,3.35,Nigeria,935400
Trujillo,-8.112,-79.0288,Peru,935147
Kitakyūshū,33.8833,130.8833,Japan,935084
Aguascalientes,21.876,-102.296,Mexico,934424
New Orleans,30.0687,-89.9288,United States,932759
Fort Worth,32.7817,-97.3474,United States,924663
Taihe,30.8706,105.3784,China,924531
Riga,56.9489,24.1064,Latvia,920643
Xin’an,34.286,118.355,China,920628
Taihecun,45.771,131.003,China,920471
Kashgar,39.4681,75.9938,China,920000
Sŏngnam,37.4333,127.15,"Korea, South",918771
Trichinopoly,10.7903,78.7047,India,916857
Cartagena,10.4,-75.5,Colombia,914552
Qingzhou,36.6853,118.4796,China,914047
Naples,40.8333,14.25,Italy,913462
Santiago del Estero,-27.7833,-64.2667,Argentina,911506
Naucalpan de Juárez,19.4753,-99.2378,Mexico,910407
Daye,30.0961,114.9804,China,909724
Hengzhou,22.6799,109.2614,China,909400
Padang,-0.95,100.3531,Indonesia,909040
Bridgeport,41.1918,-73.1954,United States,908251
Owerri,5.485,7.035,Nigeria,908109
Zhuanghe,39.681,122.967,China,905852
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,903887
Ad Dammām,26.4333,50.1,Saudi Arabia,903312
Quzhou,28.9702,118.8593,China,902767
Donetsk,48.0028,37.8053,Ukraine,901645
Ashmūn,30.2941,31.0342,Egypt,901191
Bunia,1.5667,30.25,Congo (Kinshasa),900666
Jiaozhou,36.2647,120.0334,China,900500
Campo Grande,-20.4839,-54.615,Brazil,897938
Wuchang,44.924,127.158,China,897705
São Gonçalo,-22.8269,-43.0539,Brazil,896744
Bucaramanga,7.1333,-73,Colombia,893040
Mérida,20.97,-89.62,Mexico,892363
Yangchun,22.1704,111.7916,China,891800
Osmangazi,40.1983,29.06,Turkey,891250
Esenyurt,41.0342,28.68,Turkey,891120
Morādābād,28.8319,78.7764,India,889810
Bangui,4.3733,18.5628,Central African Republic,889231
Abeokuta,7.1608,3.3483,Nigeria,888924
Cancún,21.1606,-86.8475,Mexico,888797
Antipolo,14.5842,121.1763,Philippines,887399
Dengtalu,36.1386,114.1066,China,887000
Taguig City,14.52,121.05,Philippines,886722
Tabūk,28.3972,36.5789,Saudi Arabia,886036
Zhoushan,29.9856,122.2074,China,882932
Tucson,32.1541,-110.8787,United States,878320
As Sulaymānīyah,35.5572,45.4356,Iraq,878146
Chihuahua,28.6369,-106.0769,Mexico,878062
Klang,3.0333,101.45,Malaysia,878000
Tiruppūr,11.1085,77.3411,India,877778
Gurgaon,28.456,77.029,India,876824
Ar Ramādī,33.4258,43.2992,Iraq,874543
Hai’an,32.535,120.563,China,874334
Laiyang,36.9758,120.7136,China,874127
Barinas,8.6333,-70.2,Venezuela,873962
Jalandhar,31.2569,75.4432,India,873725
Marseille,43.2964,5.37,France,873076
Kaifeng Chengguanzhen,34.8519,114.3481,China,872000
Eskişehir,39.7767,30.5206,Turkey,871187
Gaomi,36.3833,119.75,China,868715
Lhasa,29.6534,91.1719,China,867891
Ipoh,4.5972,101.075,Malaysia,866772
El Paso,31.8476,-106.43,United States,865270
Saltillo,25.4231,-100.9919,Mexico,864431
Dushanbe,38.5367,68.78,Tajikistan,863400
Ikeja,6.6,3.35,Nigeria,861300
El Dorado,24.808,-107.397,Mexico,858638
Cochabamba,-17.3883,-66.1597,Bolivia,856198
Portsmouth,50.8058,-1.0872,United Kingdom,855679
Tyumen,57.15,65.5333,Russia,855600
Southampton,50.9025,-1.4042,United Kingdom,855569
Hermosillo,29.0989,-110.9542,Mexico,855563
Wuxi,26.58,111.841,China,853197
Leping,28.978,117.152,China,852800
Cheongju,36.6333,127.4833,"Korea, South",852018
Shache,38.4261,77.25,China,851374
Sale,34.0333,-6.8,Morocco,850403
Hailun,47.4667,126.9667,China,850000
Macheng,31.173,115.008,China,849090
Akure,7.25,5.195,Nigeria,847903
Ilorin,8.5,4.55,Nigeria,847582
Erbil,36.1912,44.0092,Iraq,846000
Kathmandu,27.71,85.32,Nepal,845767
Saratov,51.5333,46.0167,Russia,845300
Iguaçu,-22.74,-43.47,Brazil,844583
Zijinglu,34.7667,112.9667,China,843900
Turin,45.0792,7.6761,Italy,841600
Yuci,37.6823,112.7281,China,840000
Dehui,44.535,125.703,China,839786
Pietermaritzburg,-29.6167,30.3833,South Africa,839327
Durban,-29.8833,31.05,South Africa,838634
Bhubaneshwar,20.2644,85.8281,India,837737
Denpasar,-8.65,115.2167,Indonesia,834881
Tongchuan,34.897,108.945,China,834437
João Pessoa,-7.12,-34.88,Brazil,833932
Samarinda,-0.5,117.1378,Indonesia,831460
Chengxiang,31.564,121.174,China,831113
Rongjiawan,29.1409,113.1087,China,826000
Weichanglu,37.1792,119.9333,China,824708
Sakai,34.5733,135.4831,Japan,824408
Renqiu,38.686,116.084,China,822455
Omaha,41.2627,-96.0529,United States,821345
Xindi,29.827,113.476,China,819446
Wu’an,36.697,114.204,China,819000
Qingping,34.539,113.391,China,817000
Gaoyou,32.7847,119.4432,China,811800
São Bernardo do Campo,-23.7,-46.55,Brazil,810729
Yiyang,26.4221,112.3999,China,810447
Hejian,38.4466,116.0995,China,810306
Puxi,35.2125,114.735,China,809535
Bhayandar,19.29,72.85,India,809378
Androtsy,-24.1,46.3,Madagascar,809313
Culiacán,24.8069,-107.3939,Mexico,808416
Cúcuta,7.8942,-72.5039,Colombia,806378
Danyang,32,119.586,China,806300
Dongyang,29.2667,120.2167,China,804398
Kraków,50.0614,19.9372,Poland,804237
Pasig City,14.5605,121.0765,Philippines,803159
Thessaloníki,40.6403,22.9347,Greece,802572
Querétaro,20.5875,-100.3928,Mexico,801940
Palermo,2.8917,-75.4375,Colombia,800000
Xigazê,29.25,88.8833,China,798153
Qamdo,31.143,97.17,China,798067
McAllen,26.2252,-98.2467,United States,797341
Libreville,0.3903,9.4542,Gabon,797003
Seyhan,36.9831,35.3328,Turkey,795012
San Pedro Sula,15.5,-88.0333,Honduras,793835
Niigata,37.9161,139.0364,Japan,790646
Hempstead,40.6629,-73.6089,United States,789763
Leeds,53.7975,-1.5436,United Kingdom,789194
Hamamatsu,34.7108,137.7275,Japan,788211
Pointe-Noire,-4.7975,11.8503,Congo (Brazzaville),787799
Xiangxiang,27.7186,112.5502,China,787216
Birmingham,33.5279,-86.7971,United States,782111
Chaohucun,31.6244,117.8902,China,782000
Bucheon,37.5,126.7833,"Korea, South",781119
Lubango,-14.9167,13.5,Angola,776249
Homs,34.7308,36.7094,Syria,775404
Bilbao,43.2569,-2.9236,Spain,775000
Zouping,36.863,117.743,China,774517
Frankfurt,50.1106,8.6822,Germany,773068
San Luis Potosí,22.1511,-100.9761,Mexico,772828
Dali,25.6065,100.2676,China,771128
Fuyang,30.0553,119.95,China,771000
Khŭjand,40.2833,69.6333,Tajikistan,770000
Korla,41.7259,86.1746,China,770000
Albuquerque,35.1054,-106.6465,United States,769986
Hamhŭng,39.9167,127.5333,"Korea, North",768551
Erzurum,39.9086,41.2769,Turkey,767848
Zagreb,45.8131,15.9775,Croatia,767131
Al ‘Ayn,24.2075,55.7447,United Arab Emirates,766936
Songzi,30.174,111.757,China,765911
Patiāla,30.34,76.38,India,763280
Laixi,36.8667,120.5333,China,762900
Zhongba,31.771,104.755,China,762140
Bahawalpur,29.3956,71.6836,Pakistan,762111
Qingnian,36.8494,115.7061,China,760781
Kaduna,10.5167,7.4333,Nigeria,760084
Winnipeg,49.8844,-97.1464,Canada,758515
Trabzon,41.005,39.7225,Turkey,758237
Guangshui,31.617,113.826,China,755910
Baardheere,2.3333,42.2833,Somalia,755500
Shīshgarh,28.72,79.32,India,753815
Nerima,35.7356,139.6517,Japan,752608
Sizhan,38.9846,106.3828,China,751389
Ciudad Guayana,8.3667,-62.65,Venezuela,751331
Natal,-5.7833,-35.2,Brazil,751300
Lichuan,30.291,108.9364,China,750670
Licheng,31.4306,119.4788,China,749522
Santo André,-23.6572,-46.5333,Brazil,748919
Ōta-ku,35.5614,139.7161,Japan,748081
Gaalkacyo,6.7697,47.4308,Somalia,745000
Thiruvananthapuram,8.5241,76.9366,India,743691
Osasco,-23.5328,-46.7919,Brazil,743432
Nampula,-15.1167,39.2667,Mozambique,743000
Pretoria,-25.7461,28.1881,South Africa,741651
Kyaukse,21.6131,96.1303,Burma,741071
Chengguan,35.4623,113.8054,China,740435
Nehe,48.4833,124.8833,China,740000
Cabinda,-5.56,12.19,Angola,739182
Kumamoto,32.8031,130.7078,Japan,738385
Kermān,30.2911,57.0678,Iran,738374
Zunhua,40.189,117.966,China,737011
Orūmīyeh,37.5439,45.0647,Iran,736224
Wugang,26.7266,110.6319,China,734870
Bağcılar,41.0344,28.8564,Turkey,734369
Quebec City,46.8139,-71.2081,Canada,733156
Shuangqiao,35.067,112.602,China,733000
Umraniye,41.0311,29.1081,Turkey,732379
Yanggok,37.6333,127.2167,"Korea, South",732376
Tshikapa,-6.4167,20.8,Congo (Kinshasa),732000
Tulsa,36.1283,-95.9042,United States,731743
Osogbo,7.7667,4.5667,Nigeria,731000
Comodoro Rivadavia,-45.8647,-67.4808,Argentina,730266
Nottingham,52.9561,-1.1512,United Kingdom,729977
Hamilton,43.2567,-79.8692,Canada,729560
Langzhong,31.558,106.005,China,728935
Cagayan de Oro,8.48,124.65,Philippines,728402
Qian’an,39.999,118.701,China,728160
Fresno,36.783,-119.7939,United States,725276
An Najaf,32,44.33,Iraq,724700
Cencheng,22.9167,111,China,724364
Sorocaba,-23.5017,-47.4581,Brazil,723574
Guli,28.9,120.0333,China,723490
Sagamihara,35.5667,139.3667,Japan,722973
Pīshbar,33.3886,59.9789,Iran,720207
Okayama,34.65,133.9167,Japan,720043
Anlu,31.2667,113.6667,China,720000
Concepción,-36.8282,-73.0514,Chile,719944
Mississauga,43.6,-79.65,Canada,717961
Changsha,22.3773,112.6982,China,717700
Songyang,34.4553,113.0253,China,717400
Lviv,49.8425,24.0322,Ukraine,717273
Shihezi,44.3054,86.0804,China,717000
Vilnius,54.6872,25.28,Lithuania,716856
Marka,1.7133,44.7656,Somalia,716361
Enugu,6.4528,7.5111,Nigeria,715774
Valenzuela,14.7,120.98,Philippines,714978
Yatou,37.1653,122.4867,China,714211
Uberlândia,-18.9231,-48.2886,Brazil,713232
Xichang,27.8944,102.2644,China,712434
Zaporizhzhia,47.85,35.1175,Ukraine,710052
Bhiwandi,19.2967,73.0631,India,709665
George Town,5.4144,100.3292,Malaysia,708127
Bristol,51.4536,-2.5975,United Kingdom,707412
Charleston,32.8168,-79.9687,United States,706884
Sahāranpur,29.964,77.546,India,705478
Dashiqiao,40.6167,122.5167,China,704891
Yenimahalle,39.9719,32.8119,Turkey,704652
Warangal,17.9689,79.5941,India,704570
Nampo,38.7333,125.4,"Korea, North",703317
Dasmariñas,14.33,120.94,Philippines,703141
Jaboatão,-8.1803,-35.0014,Brazil,702621
Chisinau,47.0228,28.8353,Moldova,702300
Shiliguri,26.71,88.43,India,701489
Boosaaso,11.2886,49.1819,Somalia,700906
Port Moresby,-9.4789,147.1494,Papua New Guinea,700000
Latakia,35.5167,35.7833,Syria,700000
Rochester,43.168,-77.6162,United States,699921
Ribeirão Prêto,-21.1783,-47.8067,Brazil,698259
Edogawa,35.7,139.8833,Japan,697932
São José dos Campos,-23.1789,-45.8869,Brazil,697428
General Santos,6.12,125.17,Philippines,697315
Ḩamāh,35.1333,36.75,Syria,696863
Qianxi,27.0087,106.0323,China,695947
Bauchi,10.3158,9.8442,Nigeria,693700
Pendik,40.8747,29.235,Turkey,693599
Salem,11.65,78.15,India,693236
Shishi,24.7167,118.7,China,693000
Sinnūris,29.4072,30.8667,Egypt,692701
Cocody,5.35,-3.9667,Côte d’Ivoire,692583
Miluo Chengguanzhen,28.761,113.16,China,692080
Lokoja,7.8019,6.7442,Nigeria,692050
Guadalupe,25.6775,-100.2597,Mexico,691931
Gaizhou,40.4,122.35,China,691595
Karbalā’,32.6167,44.0333,Iraq,690100
Borvāyeh-ye Al Bū ‘Azīz,31.6283,48.6147,Iran,690000
City of Parañaque,14.5008,120.9915,Philippines,689992
Leling,37.73,117.232,China,689867
Mamak,39.9422,32.9231,Turkey,687535
Jianshe,34.2137,113.7629,China,687130
Tolyatti,53.5089,49.4222,Russia,685619
Shizuoka,34.9756,138.3828,Japan,685589
Jingcheng,32.009,120.263,China,684360
Agege,6.6219,3.3258,Nigeria,683600
Mar del Plata,-38,-57.55,Argentina,682605
Zaragoza,41.65,-0.8833,Spain,682513
Adachi,35.7833,139.8,Japan,682326
